Gene Set	BLCA	BRCA	COAD	GBM	HNSC	KIRC	LAML	LUAD	LUSC	OV	READ	UCEC	Average p-value
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	0.98	0.98	0.89	1.00	1.00	0.97	0.94	1.00	0.95	0.12	0.64	0.47	0.828333333333
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	1.00	0.64	0.75	0.46	0.95	0.71	0.99	0.98	1.00	0.98	0.50	0.98	0.828333333333
REACTOME_HS_GAG_BIOSYNTHESIS	0.97	0.98	0.76	0.40	0.80	0.97	0.95	0.74	0.87	0.92	0.99	0.61	0.83
PID_HIF2PATHWAY	0.67	0.96	0.96	0.92	0.92	0.26	0.94	0.95	0.88	0.53	0.97	1.00	0.83
PID_IL2_PI3KPATHWAY	0.98	0.82	0.89	0.78	1.00	0.61	0.92	0.77	0.99	0.42	0.86	0.93	0.830833333333
BIOCARTA_TOB1_PATHWAY	0.69	0.26	0.97	1.00	0.86	0.77	0.99	0.83	0.97	0.92	0.73	0.98	0.830833333333
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0.78	0.99	0.99	0.32	0.93	1.00	0.46	0.88	0.90	0.99	1.00	0.73	0.830833333333
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	0.41	0.99	0.84	1.00	0.85	1.00	0.66	0.90	0.79	0.92	0.76	0.85	0.830833333333
ST_MYOCYTE_AD_PATHWAY	1.00	0.96	0.98	0.12	0.84	1.00	0.90	0.96	0.63	0.99	0.59	1.00	0.830833333333
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.90	1.00	0.63	0.98	1.00	1.00	0.97	0.98	0.99	0.33	0.64	0.58	0.833333333333
BIOCARTA_VITCB_PATHWAY	0.97	0.99	0.94	1.00	0.93	0.35	0.57	0.58	0.90	1.00	0.81	0.96	0.833333333333
REACTOME_MRNA_CAPPING	0.97	1.00	0.53	0.90	1.00	1.00	0.95	1.00	0.82	0.94	0.87	0.02	0.833333333333
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.80	0.81	0.38	0.96	1.00	0.30	1.00	0.95	0.92	0.90	0.99	0.99	0.833333333333
BIOCARTA_COMP_PATHWAY	0.85	0.94	0.95	0.86	0.90	0.80	0.21	0.93	0.97	0.81	0.78	1.00	0.833333333333
BIOCARTA_EGFR_SMRTE_PATHWAY	0.13	0.99	0.93	0.95	0.66	1.00	0.90	0.96	0.91	0.92	0.70	0.96	0.834166666667
PID_AURORA_A_PATHWAY	0.95	0.98	0.49	1.00	0.79	0.92	0.88	0.99	0.55	1.00	0.58	0.88	0.834166666667
PID_ERBB_NETWORK_PATHWAY	0.78	0.66	0.95	0.86	0.75	0.76	0.94	0.94	0.84	0.84	0.73	0.96	0.834166666667
BIOCARTA_TALL1_PATHWAY	0.69	0.99	1.00	0.90	0.73	0.93	0.68	0.78	0.80	0.63	0.97	0.91	0.834166666667
PID_TCRCALCIUMPATHWAY	0.86	0.95	0.98	0.97	1.00	1.00	0.67	0.93	0.67	0.28	0.72	1.00	0.835833333333
PID_UPA_UPAR_PATHWAY	0.67	0.43	0.89	0.82	0.96	0.71	0.67	0.95	0.95	1.00	0.99	1.00	0.836666666667
REACTOME_SOS_MEDIATED_SIGNALLING	0.33	0.98	0.84	0.86	0.85	0.93	0.83	0.93	0.85	0.90	0.91	0.83	0.836666666667
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.35	0.99	0.90	0.69	0.99	0.92	0.87	0.96	0.97	0.67	0.78	0.96	0.8375
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.97	0.99	0.89	1.00	1.00	1.00	1.00	0.98	0.95	0.11	0.58	0.61	0.84
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.70	0.86	0.84	0.89	0.99	0.49	0.92	0.99	0.91	1.00	0.51	1.00	0.841666666667
KEGG_TRYPTOPHAN_METABOLISM	0.67	0.86	0.86	1.00	0.92	0.41	0.67	1.00	0.82	0.98	0.93	1.00	0.843333333333
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.86	0.99	0.91	0.70	0.97	0.45	0.67	1.00	0.99	1.00	0.87	0.72	0.844166666667
BIOCARTA_MONOCYTE_PATHWAY	1.00	0.99	1.00	0.87	0.93	1.00	0.21	0.55	1.00	0.59	1.00	1.00	0.845
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.56	0.88	0.98	1.00	1.00	0.76	0.21	0.97	1.00	1.00	0.98	0.80	0.845
PID_HIF1APATHWAY	0.76	0.87	0.84	0.94	0.93	0.75	0.99	0.91	0.95	0.63	0.73	0.85	0.845833333333
PID_SHP2_PATHWAY	0.83	0.87	0.95	0.77	1.00	0.85	0.81	0.82	0.79	0.84	0.72	0.91	0.846666666667
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.77	1.00	0.70	0.59	1.00	1.00	0.88	0.69	1.00	1.00	0.55	0.99	0.8475
BIOCARTA_ACH_PATHWAY	0.66	0.99	0.84	1.00	1.00	1.00	0.21	0.79	0.92	1.00	0.80	0.96	0.8475
BIOCARTA_RACCYCD_PATHWAY	0.35	1.00	0.91	1.00	0.90	1.00	0.95	0.68	0.86	0.68	0.84	1.00	0.8475
BIOCARTA_41BB_PATHWAY	0.67	0.98	0.61	1.00	0.99	1.00	1.00	0.86	1.00	0.37	0.73	0.96	0.8475
PID_WNT_SIGNALING_PATHWAY	0.97	0.72	0.99	1.00	0.55	0.96	0.67	0.82	0.90	0.97	0.99	0.64	0.848333333333
BIOCARTA_EDG1_PATHWAY	0.55	0.85	0.95	0.92	0.91	0.96	0.67	0.87	0.99	1.00	0.63	0.91	0.850833333333
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	1.00	0.96	0.99	0.65	1.00	1.00	0.67	1.00	0.54	0.46	0.94	1.00	0.850833333333
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.30	0.99	0.84	0.80	0.85	0.93	1.00	0.70	0.88	1.00	0.93	1.00	0.851666666667
BIOCARTA_CACAM_PATHWAY	0.60	0.98	0.94	0.81	0.53	0.90	0.83	0.92	1.00	0.99	0.76	0.97	0.8525
REACTOME_SIGNALING_BY_NOTCH4	0.66	0.99	0.98	0.83	0.44	0.77	0.90	0.98	0.80	0.93	0.96	0.99	0.8525
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.95	0.99	0.77	1.00	0.99	0.76	0.70	0.98	0.93	0.92	0.68	0.57	0.853333333333
REACTOME_INFLAMMASOMES	0.92	0.86	0.84	0.80	0.76	0.97	0.53	0.88	0.97	0.93	0.82	0.96	0.853333333333
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.97	0.83	0.99	0.98	1.00	1.00	0.67	0.93	0.55	1.00	0.32	1.00	0.853333333333
PID_ATM_PATHWAY	0.85	0.97	0.95	0.94	1.00	0.94	0.67	1.00	0.91	0.87	0.63	0.52	0.854166666667
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.97	1.00	0.96	0.86	1.00	1.00	0.92	0.93	0.91	0.87	0.58	0.25	0.854166666667
REACTOME_TCR_SIGNALING	0.80	0.90	0.86	0.95	1.00	0.97	0.81	0.93	0.96	0.59	0.54	0.95	0.855
PID_SYNDECAN_3_PATHWAY	0.76	0.98	0.94	0.06	0.88	1.00	0.99	0.97	0.90	0.94	0.89	0.96	0.855833333333
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	0.70	0.93	0.95	0.73	0.97	1.00	0.21	0.86	0.96	0.99	0.97	1.00	0.855833333333
KEGG_ECM_RECEPTOR_INTERACTION	1.00	0.98	1.00	0.36	0.95	0.64	0.91	0.59	1.00	0.91	0.93	1.00	0.855833333333
REACTOME_REGULATION_OF_IFNG_SIGNALING	0.97	0.88	0.99	1.00	0.99	1.00	0.21	0.98	0.93	0.58	0.99	0.76	0.856666666667
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	1.00	0.67	0.46	0.53	0.87	0.89	1.00	0.97	1.00	0.98	0.92	1.00	0.8575
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	0.63	0.99	0.95	1.00	1.00	0.93	0.21	0.96	0.99	0.99	0.79	0.85	0.8575
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.86	0.89	0.74	0.90	0.90	1.00	0.93	0.63	1.00	0.92	0.73	0.79	0.8575
BIOCARTA_PLCE_PATHWAY	0.97	0.58	0.87	0.90	0.75	1.00	0.90	0.97	0.97	0.93	0.50	0.96	0.858333333333
REACTOME_POTASSIUM_CHANNELS	1.00	1.00	0.98	0.89	0.87	0.34	0.99	1.00	1.00	1.00	0.24	0.99	0.858333333333
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.78	0.95	0.74	0.53	0.90	0.83	1.00	0.96	0.97	0.79	0.90	0.96	0.859166666667
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.83	0.99	0.94	0.94	0.85	1.00	1.00	0.82	0.97	0.09	0.90	0.98	0.859166666667
REACTOME_CS_DS_DEGRADATION	1.00	0.99	0.95	0.53	0.90	0.26	1.00	0.94	0.97	0.90	0.90	0.98	0.86
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	0.66	0.99	0.95	1.00	0.87	0.18	0.84	0.93	1.00	0.99	0.91	1.00	0.86
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.91	1.00	0.96	0.21	1.00	0.89	0.67	1.00	0.99	0.92	0.87	0.91	0.860833333333
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.64	0.95	0.99	0.97	0.92	0.54	0.67	0.93	0.96	1.00	0.77	1.00	0.861666666667
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.64	0.95	0.77	0.96	0.98	0.41	1.00	0.94	0.91	1.00	0.79	1.00	0.8625
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.56	0.81	0.96	0.86	0.75	1.00	1.00	0.55	0.96	0.99	0.94	0.97	0.8625
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.74	0.95	0.84	0.99	1.00	1.00	0.97	0.77	0.99	0.41	0.77	0.93	0.863333333333
BIOCARTA_IL4_PATHWAY	0.97	0.79	0.95	0.61	0.99	0.96	0.38	0.98	1.00	0.99	0.75	0.99	0.863333333333
REACTOME_NCAM1_INTERACTIONS	1.00	0.95	0.96	0.12	1.00	0.76	0.94	0.95	0.95	1.00	0.80	0.93	0.863333333333
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1.00	0.86	1.00	0.14	0.99	0.99	0.67	1.00	0.72	1.00	1.00	1.00	0.864166666667
KEGG_ARACHIDONIC_ACID_METABOLISM	0.95	0.76	0.93	0.18	0.98	0.99	0.98	0.87	1.00	0.92	0.82	1.00	0.865
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.95	0.93	0.77	1.00	0.97	0.83	0.69	0.90	0.80	0.93	0.62	1.00	0.865833333333
KEGG_RNA_POLYMERASE	0.97	0.96	0.94	0.91	1.00	1.00	1.00	1.00	0.82	0.73	0.98	0.11	0.868333333333
KEGG_CELL_ADHESION_MOLECULES_CAMS	1.00	0.95	0.83	0.78	1.00	0.22	0.92	0.99	0.90	0.86	0.97	1.00	0.868333333333
BIOCARTA_DREAM_PATHWAY	0.97	0.89	0.73	0.88	0.97	0.93	0.76	0.97	0.97	0.81	0.61	0.95	0.87
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.91	0.97	0.84	0.71	0.71	1.00	1.00	0.84	0.63	0.93	0.90	1.00	0.87
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.98	0.84	0.95	0.75	0.98	0.82	0.91	0.67	1.00	1.00	0.55	1.00	0.870833333333
PID_CIRCADIANPATHWAY	0.40	0.97	0.91	0.72	0.89	1.00	0.89	1.00	0.97	1.00	0.81	0.90	0.871666666667
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.86	0.99	0.98	0.93	0.89	0.76	0.94	0.78	0.88	0.79	0.81	0.85	0.871666666667
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	1.00	0.96	0.99	1.00	1.00	1.00	0.97	1.00	0.96	0.20	0.86	0.54	0.873333333333
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.99	1.00	1.00	0.15	1.00	0.57	0.88	1.00	0.99	0.97	1.00	0.93	0.873333333333
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	0.91	1.00	1.00	0.52	1.00	1.00	0.21	0.98	0.88	1.00	0.98	1.00	0.873333333333
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	1.00	0.87	0.32	0.53	0.85	0.93	1.00	1.00	1.00	1.00	0.99	1.00	0.874166666667
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.97	1.00	0.86	0.88	0.92	0.84	0.67	1.00	0.90	0.79	0.69	0.98	0.875
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	0.97	1.00	0.55	0.72	0.97	0.48	1.00	0.88	1.00	0.99	0.95	1.00	0.875833333333
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	0.93	0.90	0.90	0.88	0.97	0.95	1.00	0.94	0.92	0.75	0.79	0.59	0.876666666667
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.99	0.01	1.00	1.00	0.99	0.99	0.69	0.98	1.00	0.93	1.00	0.97	0.879166666667
BIOCARTA_PARKIN_PATHWAY	1.00	1.00	0.89	0.20	0.93	0.95	1.00	0.98	0.90	0.91	0.80	1.00	0.88
REACTOME_PACKAGING_OF_TELOMERE_ENDS	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.03	0.98	0.56	0.880833333333
REACTOME_SIGNALING_BY_NODAL	0.76	0.98	0.93	0.58	0.86	1.00	1.00	0.96	0.96	0.99	0.76	0.80	0.881666666667
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	1.00	1.00	1.00	1.00	0.96	1.00	1.00	1.00	1.00	0.02	1.00	0.60	0.881666666667
BIOCARTA_CD40_PATHWAY	0.95	0.93	0.92	1.00	0.93	0.75	1.00	0.57	0.87	0.82	0.89	0.96	0.8825
BIOCARTA_HIF_PATHWAY	0.86	0.89	0.84	0.94	0.93	0.71	0.99	0.84	0.97	0.99	0.76	0.87	0.8825
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	1.00	0.86	0.94	1.00	0.97	1.00	0.26	0.79	1.00	0.98	0.79	1.00	0.8825
PID_CONE_PATHWAY	0.69	0.99	0.99	0.74	0.96	0.97	1.00	0.94	0.45	1.00	0.86	1.00	0.8825
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	0.91	0.96	1.00	0.72	1.00	1.00	0.67	1.00	0.82	0.53	0.98	1.00	0.8825
PID_CD40_PATHWAY	0.97	0.89	0.84	1.00	1.00	0.85	0.88	0.67	0.83	0.80	0.87	1.00	0.883333333333
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.98	0.60	0.94	0.42	0.93	0.98	1.00	0.95	1.00	0.99	0.81	1.00	0.883333333333
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	0.97	0.99	0.97	0.88	0.93	0.98	0.21	0.98	0.97	0.93	0.80	1.00	0.884166666667
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.71	0.99	0.99	0.74	0.93	0.77	1.00	0.78	1.00	0.89	0.98	0.84	0.885
REACTOME_NEURONAL_SYSTEM	0.91	0.95	0.94	0.92	1.00	0.28	1.00	1.00	1.00	1.00	0.62	1.00	0.885
REACTOME_SYNTHESIS_OF_PA	0.86	0.97	0.99	0.51	0.98	0.96	1.00	0.46	0.98	1.00	0.97	0.95	0.885833333333
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	1.00	0.80	0.91	0.92	1.00	1.00	0.95	0.96	0.99	0.63	0.95	0.54	0.8875
BIOCARTA_LYM_PATHWAY	0.97	0.99	1.00	1.00	1.00	0.98	0.21	0.51	1.00	1.00	1.00	1.00	0.888333333333
REACTOME_ANDROGEN_BIOSYNTHESIS	0.77	0.91	0.99	0.95	0.75	1.00	0.98	0.86	0.72	0.99	1.00	0.74	0.888333333333
REACTOME_PURINE_SALVAGE	0.97	0.99	0.99	0.87	0.96	0.89	0.53	0.94	0.90	0.93	0.96	0.73	0.888333333333
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.56	0.68	0.99	1.00	1.00	1.00	1.00	0.92	0.99	0.59	0.98	0.96	0.889166666667
BIOCARTA_P35ALZHEIMERS_PATHWAY	0.93	0.85	1.00	0.70	0.66	1.00	0.98	0.79	0.81	0.98	1.00	0.98	0.89
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.63	0.61	0.97	0.98	1.00	0.80	0.94	0.82	1.00	0.98	1.00	0.96	0.890833333333
REACTOME_CGMP_EFFECTS	0.60	0.97	0.99	1.00	0.88	0.67	0.88	0.98	0.99	0.90	0.99	0.85	0.891666666667
REACTOME_SIGNAL_ATTENUATION	0.92	0.99	0.94	0.70	0.96	0.76	0.66	0.98	1.00	0.90	0.90	0.99	0.891666666667
PID_TCRJNKPATHWAY	0.99	0.99	0.99	1.00	0.89	1.00	0.33	1.00	0.65	0.98	0.88	1.00	0.891666666667
BIOCARTA_NO2IL12_PATHWAY	0.95	0.99	0.88	1.00	1.00	1.00	0.63	0.97	1.00	0.89	0.49	0.92	0.893333333333
PID_IL2_STAT5PATHWAY	1.00	0.85	0.71	0.97	1.00	0.92	0.77	0.86	0.96	0.75	0.93	1.00	0.893333333333
BIOCARTA_ACE2_PATHWAY	0.97	0.99	0.91	0.53	0.99	0.82	0.94	0.71	1.00	1.00	0.88	0.98	0.893333333333
REACTOME_OPSINS	0.87	1.00	0.88	0.87	0.99	1.00	1.00	0.83	0.72	0.81	0.93	0.83	0.894166666667
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	1.00	1.00	0.98	0.25	0.99	0.82	0.95	1.00	1.00	1.00	0.94	0.82	0.895833333333
BIOCARTA_PTC1_PATHWAY	0.97	0.99	0.75	1.00	1.00	0.97	0.47	1.00	1.00	1.00	0.61	0.99	0.895833333333
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.77	0.85	0.86	1.00	0.86	0.99	0.97	1.00	0.87	1.00	0.59	1.00	0.896666666667
REACTOME_G2_M_CHECKPOINTS	1.00	0.97	0.79	1.00	1.00	0.95	1.00	1.00	0.61	0.95	0.50	1.00	0.8975
REACTOME_FRS2_MEDIATED_CASCADE	0.59	1.00	0.95	0.88	1.00	0.95	1.00	1.00	0.91	0.82	0.79	0.89	0.898333333333
REACTOME_PERK_REGULATED_GENE_EXPRESSION	0.90	0.96	0.99	0.97	1.00	0.95	1.00	1.00	1.00	0.75	0.47	0.79	0.898333333333
PID_RHODOPSIN_PATHWAY	0.78	0.99	0.82	0.97	0.93	0.99	1.00	0.98	1.00	0.96	0.39	0.97	0.898333333333
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.83	0.99	0.99	0.62	0.97	0.71	0.94	0.89	0.97	1.00	0.89	0.99	0.899166666667
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.86	0.96	0.80	1.00	1.00	0.88	0.67	1.00	0.99	1.00	0.84	0.80	0.9
BIOCARTA_TCRA_PATHWAY	1.00	1.00	0.99	0.31	1.00	1.00	0.57	1.00	1.00	0.93	1.00	1.00	0.9
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	0.88	0.98	0.74	0.88	0.92	1.00	0.88	0.94	1.00	0.98	0.64	0.96	0.9
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	1.00	0.99	0.84	0.42	1.00	0.98	1.00	1.00	0.97	1.00	0.61	1.00	0.900833333333
PID_IL12_2PATHWAY	1.00	0.87	0.72	0.99	1.00	0.93	0.81	1.00	1.00	0.73	1.00	0.76	0.900833333333
REACTOME_P2Y_RECEPTORS	0.99	0.99	1.00	0.20	0.96	0.97	0.94	0.82	0.97	1.00	1.00	0.98	0.901666666667
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.78	0.94	0.91	1.00	1.00	0.95	0.67	1.00	0.93	1.00	0.87	0.79	0.903333333333
BIOCARTA_RAB_PATHWAY	0.90	1.00	0.99	0.97	1.00	1.00	1.00	0.09	0.97	0.99	0.94	0.99	0.903333333333
BIOCARTA_PROTEASOME_PATHWAY	1.00	1.00	0.97	0.97	0.98	1.00	0.88	1.00	0.96	0.44	0.98	0.66	0.903333333333
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.80	1.00	0.27	1.00	1.00	0.99	1.00	0.92	1.00	0.98	0.90	1.00	0.905
KEGG_PRIMARY_IMMUNODEFICIENCY	1.00	1.00	0.97	0.92	0.99	0.98	0.88	1.00	0.69	0.96	0.47	1.00	0.905
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	1.00	0.99	0.99	0.93	1.00	0.82	1.00	1.00	0.46	1.00	0.72	0.96	0.905833333333
REACTOME_GPCR_LIGAND_BINDING	1.00	1.00	0.47	0.70	0.98	0.72	1.00	1.00	1.00	1.00	1.00	1.00	0.905833333333
REACTOME_LAGGING_STRAND_SYNTHESIS	0.92	0.99	0.95	0.94	0.95	0.97	0.93	0.91	0.97	0.82	0.76	0.77	0.906666666667
REACTOME_KERATAN_SULFATE_DEGRADATION	0.95	1.00	0.88	1.00	1.00	0.69	1.00	0.95	1.00	1.00	0.43	1.00	0.908333333333
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.81	1.00	0.99	0.92	0.86	0.48	1.00	0.95	0.97	1.00	0.94	1.00	0.91
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.79	0.99	0.88	0.67	0.96	0.84	1.00	0.97	0.99	0.92	0.94	0.98	0.910833333333
PID_INTEGRIN_CS_PATHWAY	1.00	0.98	0.98	0.86	0.98	0.53	0.67	0.93	1.00	1.00	1.00	1.00	0.910833333333
REACTOME_GLYCOLYSIS	1.00	1.00	1.00	0.61	1.00	0.98	0.92	0.62	0.99	1.00	0.95	0.87	0.911666666667
KEGG_HISTIDINE_METABOLISM	0.64	0.95	0.88	0.97	0.99	1.00	0.67	0.90	0.99	1.00	0.95	1.00	0.911666666667
PID_IL23PATHWAY	1.00	0.96	0.25	1.00	1.00	1.00	0.99	0.87	0.94	1.00	0.94	1.00	0.9125
REACTOME_AMYLOIDS	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.59	0.76	0.60	0.9125
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	1.00	1.00	0.88	1.00	1.00	0.50	1.00	0.95	1.00	1.00	0.63	1.00	0.913333333333
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.69	0.99	0.99	0.83	0.85	1.00	0.82	0.93	0.87	0.99	1.00	1.00	0.913333333333
BIOCARTA_PLATELETAPP_PATHWAY	0.99	1.00	0.95	1.00	0.97	0.59	0.81	0.70	1.00	1.00	0.99	0.96	0.913333333333
BIOCARTA_ETC_PATHWAY	0.97	0.99	0.98	1.00	1.00	0.59	0.94	1.00	1.00	1.00	0.53	0.96	0.913333333333
KEGG_GALACTOSE_METABOLISM	0.83	0.95	0.97	0.77	1.00	1.00	0.67	0.95	1.00	0.87	0.95	1.00	0.913333333333
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.45	0.99	0.94	1.00	1.00	1.00	0.68	0.98	0.97	0.99	0.97	1.00	0.914166666667
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	1.00	0.97	0.75	1.00	1.00	0.99	1.00	1.00	0.66	0.97	0.63	1.00	0.914166666667
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	0.97	0.99	0.95	1.00	1.00	0.83	0.56	0.98	0.88	0.94	0.91	0.98	0.915833333333
REACTOME_PI_3K_CASCADE	0.91	0.86	0.95	0.61	1.00	0.99	1.00	0.98	1.00	0.99	0.92	0.78	0.915833333333
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.72	0.98	0.99	1.00	1.00	0.65	0.90	1.00	1.00	0.97	0.79	1.00	0.916666666667
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.00	0.72	0.88	1.00	0.97	0.91	0.81	0.87	1.00	0.84	1.00	1.00	0.916666666667
REACTOME_BIOLOGICAL_OXIDATIONS	1.00	0.72	0.99	0.89	0.99	0.87	0.92	0.99	1.00	0.82	0.81	1.00	0.916666666667
BIOCARTA_LEPTIN_PATHWAY	0.76	0.99	0.97	1.00	0.93	0.60	0.99	0.90	1.00	1.00	0.93	0.97	0.92
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	1.00	1.00	0.73	0.33	0.98	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.92
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	1.00	1.00	0.89	0.61	1.00	0.74	1.00	0.87	1.00	1.00	0.94	1.00	0.920833333333
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.99	0.99	0.95	0.87	0.99	0.93	0.63	0.98	1.00	0.99	0.75	0.98	0.920833333333
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	1.00	0.97	0.91	0.23	0.96	0.99	1.00	1.00	1.00	1.00	1.00	1.00	0.921666666667
PID_CD8TCRDOWNSTREAMPATHWAY	1.00	1.00	1.00	0.99	1.00	0.93	0.81	1.00	0.85	0.61	0.87	1.00	0.921666666667
BIOCARTA_LECTIN_PATHWAY	0.96	0.99	1.00	1.00	0.99	1.00	0.21	0.96	1.00	1.00	0.97	1.00	0.923333333333
BIOCARTA_P27_PATHWAY	0.39	0.99	1.00	1.00	0.97	0.84	1.00	0.98	0.97	1.00	0.97	0.97	0.923333333333
REACTOME_COLLAGEN_FORMATION	1.00	0.90	1.00	0.95	0.97	0.35	0.97	0.97	1.00	1.00	1.00	0.98	0.924166666667
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.93	0.94	0.99	1.00	0.75	0.67	0.94	0.98	0.93	1.00	0.98	0.98	0.924166666667
