Gene Set	BLCA	BRCA	COAD	GBM	HNSC	KIRC	LAML	LUAD	LUSC	OV	READ	UCEC	Average AUC
PID_ARF_3PATHWAY	0.91206805	0.97056241	0.98145558	0.99147266	0.98086328	0.97534924	0.99483066	0.94037559	0.92552801	0.98697245	0.96949495	0.96897880	0.966495973333
PID_HEDGEHOG_2PATHWAY	0.86373737	0.98195533	0.98751891	0.98931562	0.96612684	0.98897485	0.99489177	0.96991037	0.92291093	0.97945140	0.97164983	0.98141021	0.966487785833
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.89327485	0.98493673	0.97309669	0.99476584	0.97838053	0.98886740	0.99494949	0.94589558	0.94660239	0.97764931	0.95116883	0.96823733	0.966485414167
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.88467305	0.98069453	0.98768249	0.99434271	0.96974129	0.99108102	0.99494949	0.93972116	0.92635445	0.98525718	0.97077441	0.97247281	0.966478715833
PID_LYMPHANGIOGENESIS_PATHWAY	0.85733652	0.97966614	0.98550144	0.98877005	0.98448308	0.99153234	0.99494949	0.96342296	0.91942149	0.98916559	0.96963925	0.97339748	0.966440485833
REACTOME_HS_GAG_DEGRADATION	0.89761829	0.96744444	0.97272318	0.99452637	0.98286250	0.99024502	0.99424158	0.94982217	0.93494031	0.98015278	0.96177970	0.97090352	0.966438321667
BIOCARTA_CTCF_PATHWAY	0.86432217	0.98233428	0.97964940	0.99047156	0.97910182	0.99146787	0.99494949	0.97198748	0.91212121	0.97831353	0.97531506	0.97696641	0.96641669
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.90619883	0.97843147	0.98018921	0.99317417	0.96195999	0.99065119	0.99477294	0.94851330	0.91744720	0.97498324	0.97117845	0.97813184	0.9663026525
BIOCARTA_AKT_PATHWAY	0.91301435	0.98027571	0.98130836	0.98160752	0.96206767	0.97833656	0.99494949	0.95343145	0.93383838	0.97190917	0.96874459	0.97517920	0.966221870833
BIOCARTA_G2_PATHWAY	0.89794258	0.97011109	0.97701441	0.98576676	0.97865099	0.99157533	0.99494949	0.93952198	0.93723600	0.98807714	0.96538721	0.96803357	0.966188879167
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.88620415	0.97020277	0.96851784	0.99403302	0.97995253	0.99226306	0.99494949	0.95283824	0.93168044	0.98637599	0.95875902	0.97846488	0.966186785833
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.83997342	0.98726198	0.98171594	0.99301752	0.97575426	0.98740597	0.99471182	0.95704937	0.93049534	0.99001334	0.96731121	0.98683442	0.965962049167
REACTOME_REGULATORY_RNA_PATHWAYS	0.90723551	0.98074627	0.97608064	0.98836493	0.97310261	0.98383838	0.99466089	0.93035994	0.92598714	0.98510330	0.96729197	0.97802631	0.965899824167
BIOCARTA_MEF2D_PATHWAY	0.88898990	0.97716253	0.98251339	0.99243955	0.97719987	0.99312272	0.99494949	0.95078959	0.92185491	0.96685584	0.96424242	0.98029047	0.965867556667
BIOCARTA_CCR3_PATHWAY	0.90998937	0.97590338	0.98520836	0.99031851	0.97220014	0.98676123	0.99494949	0.90981647	0.93199187	0.97837142	0.97230399	0.98065138	0.9657054675
KEGG_BETA_ALANINE_METABOLISM	0.89414673	0.98525551	0.98012650	0.99404923	0.96431473	0.99146787	0.99494949	0.95101721	0.90801449	0.97881541	0.96641655	0.97860742	0.965598428333
PID_INTEGRIN_CS_PATHWAY	0.89306220	0.98025480	0.97894795	0.99336322	0.97864602	0.99252095	0.99494949	0.96200028	0.91322314	0.97756249	0.95486291	0.96764753	0.965586748333
BIOCARTA_IGF1_PATHWAY	0.89665072	0.96636125	0.97786638	0.99091269	0.97225203	0.97640232	0.99494949	0.95537061	0.93544536	0.99103897	0.97148629	0.95795403	0.965557511667
PID_S1P_S1P1_PATHWAY	0.87122807	0.98090230	0.98082171	0.99429230	0.97922117	0.99067268	0.99494949	0.94962299	0.92855831	0.97816248	0.96603175	0.97187204	0.965527940833
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.87682084	0.97396127	0.98154691	0.99243955	0.97465143	0.98701913	0.99282404	0.95027742	0.92685950	0.98227135	0.97123617	0.97628524	0.965516070833
BIOCARTA_TFF_PATHWAY	0.88130781	0.97801078	0.98436865	0.98760151	0.97370260	0.98822265	0.99494949	0.95121639	0.91731549	0.98509836	0.97011063	0.97428011	0.9655153725
REACTOME_COMPLEMENT_CASCADE	0.87989367	0.97406646	0.97963031	0.99032572	0.97367059	0.98710509	0.99494949	0.96310997	0.93025712	0.98325816	0.96331890	0.96534819	0.965411139167
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.88746943	0.97924567	0.98063769	0.99368912	0.96883109	0.98579411	0.99489008	0.95770380	0.92316647	0.97500653	0.96904281	0.96747712	0.96524616
KEGG_NITROGEN_METABOLISM	0.91237108	0.97863615	0.98090350	0.98567673	0.98560965	0.99114550	0.99418895	0.96561389	0.92029385	0.94461244	0.96259740	0.96101631	0.965222120833
KEGG_PRIMARY_IMMUNODEFICIENCY	0.86942052	0.96924015	0.97954034	0.99297251	0.97841420	0.98893187	0.99489008	0.92970551	0.94807163	0.98543153	0.97432419	0.97164682	0.965215779167
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	0.91978735	0.96310966	0.97963304	0.99470462	0.96969919	0.96759080	0.99494949	0.93078674	0.93856749	0.98113631	0.96926407	0.97185605	0.965090400833
BIOCARTA_EPO_PATHWAY	0.88987241	0.96485274	0.97583391	0.99403662	0.97105536	0.98704062	0.99489008	0.94142837	0.93709826	0.99123732	0.96257816	0.97040966	0.9650277925
REACTOME_SIGNALING_BY_BMP	0.88229665	0.98203379	0.97246964	0.98859900	0.97436938	0.98637438	0.99430439	0.95150092	0.91515152	0.99183519	0.96337662	0.97616235	0.964872819167
BIOCARTA_CELLCYCLE_PATHWAY	0.89627858	0.96702051	0.97989476	0.98925620	0.97971298	0.98992048	0.99494949	0.94535496	0.90617840	0.97815189	0.96931217	0.98104108	0.964755958333
REACTOME_NEPHRIN_INTERACTIONS	0.87738437	0.96245201	0.97469567	0.99482886	0.96661478	0.98222652	0.99483405	0.95979873	0.94802571	0.98025397	0.96372294	0.97215392	0.964749294167
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.91716640	0.97456352	0.97780913	0.99385837	0.97075675	0.99196217	0.99216535	0.95830132	0.91868687	0.96347754	0.96104858	0.95590063	0.964641385833
PID_ARF6DOWNSTREAMPATHWAY	0.91676768	0.95841442	0.98441091	0.99173014	0.97722526	0.98641737	0.99489177	0.92936061	0.91965106	0.97793846	0.97005291	0.96808976	0.964579195833
BIOCARTA_ACTINY_PATHWAY	0.90022860	0.94843483	0.98053818	0.99313455	0.97856268	0.96915968	0.99489008	0.92742922	0.94517906	0.98451320	0.97220779	0.97998757	0.96452212
REACTOME_MRNA_3_END_PROCESSING	0.90832004	0.96771208	0.98082308	0.98099714	0.96647513	0.98921126	0.99489008	0.91459667	0.92364555	0.98959476	0.97519962	0.98115255	0.96438483
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR	0.90127592	0.95714641	0.97761829	0.98815427	0.98403875	0.98704062	0.99425006	0.91892966	0.96057823	0.98520283	0.96739779	0.95026200	0.964324569167
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.87811271	0.96837886	0.97435761	0.99276184	0.97684109	0.99116699	0.99494949	0.95212690	0.92952250	0.97629474	0.95954786	0.97740407	0.964288721667
REACTOME_G_PROTEIN_ACTIVATION	0.89912812	0.97846008	0.97991521	0.99387097	0.97849990	0.99082312	0.99483066	0.91963295	0.91147842	0.97634980	0.96823473	0.97984549	0.9642557875
BIOCARTA_PROTEASOME_PATHWAY	0.89178097	0.94577974	0.97924181	0.99213526	0.97911188	0.97605846	0.99489008	0.93536776	0.93388430	0.99130720	0.96533911	0.98532315	0.964184976667
BIOCARTA_NDKDYNAMIN_PATHWAY	0.89803296	0.97460637	0.97778868	0.99477124	0.96956726	0.99262841	0.99477124	0.94171290	0.93048669	0.96862687	0.96394420	0.96214109	0.964089825833
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.88821903	0.97014993	0.97371829	0.99195520	0.98560468	0.98469804	0.99400900	0.93195334	0.92653811	0.97871562	0.95539202	0.98763757	0.964049235833
BIOCARTA_NGF_PATHWAY	0.89631047	0.96476629	0.97622514	0.99135562	0.97490306	0.98108747	0.99494949	0.95332195	0.92281910	0.98413203	0.97214045	0.95559759	0.963967388333
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.87676768	0.98059292	0.97933996	0.99373773	0.97411050	0.98525682	0.99489008	0.96717883	0.93021120	0.97131906	0.96419432	0.94959683	0.963932994167
REACTOME_SIGNALING_BY_HIPPO	0.91618288	0.96618692	0.98217260	0.99173554	0.97757797	0.98959811	0.99494949	0.91678759	0.93071625	0.97431266	0.97005291	0.95598774	0.963855055
PID_SMAD2_3PATHWAY	0.91600744	0.96536130	0.97821399	0.98254380	0.95785395	0.98723404	0.99483236	0.93565230	0.92217631	0.98619740	0.96844637	0.97121205	0.9638109425
PID_NFKAPPABATYPICALPATHWAY	0.90403509	0.96517533	0.97797544	0.99260520	0.96046972	0.98343005	0.99494949	0.94683454	0.91198347	0.98808561	0.96928331	0.97044347	0.96377256
BIOCARTA_HCMV_PATHWAY	0.88351940	0.96811269	0.98269606	0.98898072	0.96454159	0.98207608	0.99494949	0.95078959	0.92295684	0.97952904	0.96786917	0.97842011	0.963703398333
BIOCARTA_IL2_PATHWAY	0.88646996	0.97569710	0.97571259	0.99045716	0.97204394	0.98753492	0.99494949	0.93881064	0.93466483	0.99149355	0.96144300	0.95474236	0.963668295
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.91445508	0.96881849	0.98416418	0.98956949	0.98155765	0.98596604	0.99394958	0.92148243	0.91565657	0.98185771	0.96822511	0.95815002	0.9636543625
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.90744817	0.97963224	0.98243433	0.99204343	0.96644312	0.99421878	0.99199049	0.96404894	0.87566575	0.97942952	0.96201058	0.96801849	0.96361532
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.86775120	0.97896093	0.98321406	0.98737284	0.97310813	0.99058672	0.99494949	0.94387537	0.91116908	0.97975704	0.96603175	0.98623412	0.9635842275
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	0.91744285	0.97848821	0.97186985	0.99325879	0.97853839	0.98779282	0.99442153	0.94817186	0.91088154	0.94110285	0.96482924	0.97557392	0.9635309875
BIOCARTA_PTEN_PATHWAY	0.90474747	0.97206689	0.98130563	0.99092169	0.96229287	0.98934021	0.99489177	0.93536776	0.92300275	0.97359549	0.96371332	0.97107895	0.963527066667
BIOCARTA_BARRESTIN_SRC_PATHWAY	0.92280170	0.96489186	0.97107376	0.98513837	0.97567533	0.97801418	0.99477633	0.94868402	0.90500459	0.97660744	0.96147186	0.97685676	0.96341635
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.91490696	0.96271132	0.97979116	0.99470462	0.97094166	0.99069418	0.99494949	0.88477735	0.92851240	0.98603999	0.96978355	0.98067971	0.963207699167
PID_S1P_S1P4_PATHWAY	0.89273259	0.95811517	0.98384384	0.99429410	0.98282221	0.98755642	0.99494949	0.94228197	0.91680441	0.96782853	0.96810005	0.96859870	0.963160623333
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	0.91804359	0.97778368	0.97375509	0.99240354	0.95834073	0.98888889	0.99407690	0.92127463	0.90394858	0.98497066	0.96785955	0.97620438	0.963129185
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.88578416	0.96694902	0.98225303	0.99134662	0.97123310	0.98463357	0.99430269	0.91690141	0.93677686	0.96736336	0.96751323	0.99230432	0.9631134475
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.92323764	0.97066265	0.97895009	0.98877546	0.97426395	0.98665377	0.99489008	0.92680324	0.90720845	0.95650989	0.97204425	0.97365286	0.962804360833
PID_THROMBIN_PAR4_PATHWAY	0.88832536	0.95586919	0.97566624	0.99324259	0.98529613	0.98474103	0.99494949	0.94216816	0.92869605	0.97732037	0.96846561	0.95777403	0.962709520833
REACTOME_REGULATION_OF_KIT_SIGNALING	0.88574694	0.98120973	0.96843059	0.99433731	0.95178893	0.98858909	0.99494949	0.95915493	0.91138659	0.98573012	0.96492544	0.96589002	0.962678265
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.91233918	0.95688802	0.98255020	0.99293289	0.97639510	0.99209112	0.99423818	0.94990753	0.92104122	0.96512434	0.96090428	0.94750536	0.962659785
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.87519405	0.97336364	0.97456754	0.99452457	0.97953193	0.98985601	0.99494949	0.93579457	0.90753587	0.99056604	0.95876864	0.97716697	0.96265161
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	0.89451356	0.96028982	0.98340354	0.98978556	0.96714633	0.98766387	0.99454376	0.90213402	0.93562902	0.97084683	0.97238095	0.99322076	0.962629835
SA_CASPASE_CASCADE	0.86047847	0.97874600	0.98276285	0.99279965	0.96685544	0.99258543	0.99489008	0.94848485	0.92915519	0.98347063	0.96476190	0.95645373	0.962620351667
KEGG_TYPE_I_DIABETES_MELLITUS	0.87811802	0.97650087	0.98213307	0.99373953	0.97148645	0.98749194	0.99319073	0.92207995	0.92318641	0.97649252	0.96092352	0.98582341	0.962597201667
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.93659755	0.96539303	0.97108194	0.99403482	0.94214053	0.99032882	0.99494949	0.93869683	0.89954086	0.96471917	0.97035113	0.98179762	0.962469315833
REACTOME_EXTENSION_OF_TELOMERES	0.87420521	0.97155479	0.97377554	0.98850357	0.97461776	0.98508489	0.99447585	0.94148528	0.92511478	0.98209456	0.95928812	0.97921915	0.962451625
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.90587985	0.95669145	0.97972301	0.98157691	0.97951151	0.98792177	0.99400221	0.93870186	0.94063361	0.96477731	0.96437710	0.95559119	0.962448981667
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.86041999	0.96005726	0.98234027	0.99123859	0.96746371	0.98489147	0.99322808	0.93403045	0.92543618	0.98510754	0.97653694	0.98854305	0.9624411275
BIOCARTA_UCALPAIN_PATHWAY	0.90321106	0.95934982	0.96979375	0.99295990	0.96708561	0.98974855	0.99477124	0.93960734	0.92566575	0.97758084	0.96107744	0.96829352	0.962428735
BIOCARTA_EIF_PATHWAY	0.93075492	0.93830389	0.98197495	0.99331461	0.97847381	0.97915323	0.99113488	0.87711329	0.94825528	0.98526918	0.96749399	0.97735062	0.962382720833
REACTOME_METABOLISM_OF_POLYAMINES	0.93205210	0.97718523	0.98007197	0.99397360	0.95901634	0.98016334	0.99429930	0.93477024	0.90415774	0.97295527	0.97259259	0.94726551	0.962375269167
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.88324827	0.96900575	0.98341989	0.99062101	0.98301319	0.98895336	0.99430269	0.92330346	0.91836547	0.95944137	0.96963925	0.98514361	0.962371443333
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.93250399	0.95829306	0.97411088	0.99428690	0.98271844	0.97973481	0.99494949	0.93733106	0.93700643	0.96325802	0.95426647	0.93979186	0.962354284167
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.89201489	0.97657656	0.97549779	0.98653379	0.98221560	0.98484848	0.99430439	0.96032153	0.90275482	0.98121749	0.95155363	0.96021180	0.962337564167
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.88350877	0.96923686	0.97043989	0.99366931	0.97096098	0.98871696	0.99494949	0.94256651	0.92975717	0.98025256	0.95074555	0.97323164	0.9623363075
REACTOME_BASE_EXCISION_REPAIR	0.88974482	0.96717269	0.97969847	0.98887268	0.96932605	0.98813669	0.99465241	0.92503912	0.91616162	0.97906529	0.96624339	0.98318920	0.9622752025
BIOCARTA_RARRXR_PATHWAY	0.93273791	0.96272720	0.98167914	0.99192639	0.97339129	0.97822910	0.98976318	0.91439750	0.93663912	0.95411462	0.96057720	0.97093641	0.962259921667
REACTOME_SHC_MEDIATED_CASCADE	0.90826156	0.96092469	0.97932769	0.99429230	0.96615720	0.99112401	0.99347933	0.92595768	0.90486685	0.97794578	0.96879269	0.97552138	0.96222093
REACTOME_GLYCOLYSIS	0.83993620	0.97550367	0.96559386	0.99409604	0.96618921	0.98895336	0.99483066	0.97133305	0.92736455	0.97368694	0.96733045	0.98169894	0.962209744167
REACTOME_DNA_STRAND_ELONGATION	0.87627858	0.97286357	0.97609155	0.98996561	0.96799856	0.98560069	0.99382226	0.93127045	0.92266142	0.98477225	0.96692641	0.97813138	0.962198560833
REACTOME_LIPOPROTEIN_METABOLISM	0.87886762	0.97877877	0.97811857	0.99421488	0.98080698	0.99105953	0.99477464	0.92731541	0.89752066	0.98696327	0.96693603	0.97095788	0.962192853333
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.87233386	0.97409699	0.98249295	0.98985398	0.96133024	0.98532130	0.99306850	0.93721724	0.92176309	0.98311981	0.96462722	0.98036539	0.9621325475
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.91812865	0.97120779	0.97752559	0.98626371	0.97248622	0.97418870	0.99494949	0.93858301	0.89269972	0.97181529	0.96749399	0.97961387	0.962079669167
PID_IL27PATHWAY	0.88572036	0.98849829	0.98152101	0.98021931	0.96558371	0.98957662	0.99489177	0.95539906	0.92029385	0.96252321	0.95993266	0.96005464	0.962017874167
BIOCARTA_ATRBRCA_PATHWAY	0.88678363	0.97105325	0.96916534	0.98990619	0.98033670	0.99047926	0.99454545	0.94342414	0.94807163	0.96087076	0.94689755	0.96225850	0.9619827
REACTOME_PYRUVATE_METABOLISM	0.87797448	0.98110939	0.96717785	0.98626911	0.96195231	0.99161831	0.99442322	0.95709392	0.92020202	0.97527335	0.95796056	0.97080986	0.961822031667
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.88539075	0.96484834	0.96667076	0.98854319	0.96974720	0.98628842	0.99418216	0.94973680	0.92901745	0.97759002	0.96221260	0.96553504	0.961646894167
KEGG_TASTE_TRANSDUCTION	0.84471558	0.97240259	0.97698033	0.99398441	0.97730695	0.97930368	0.99489008	0.96339451	0.92539027	0.98370850	0.96015392	0.96625870	0.961540793333
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.89525784	0.97179788	0.97858749	0.99397180	0.97257769	0.98753492	0.99494949	0.92279129	0.90936639	0.97220352	0.96232804	0.97706326	0.961535800833
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.88647528	0.97332318	0.97206069	0.99306973	0.96192968	0.98697614	0.99453357	0.91444204	0.93516988	0.98603929	0.95736412	0.97699519	0.961531565833
PID_IL12_STAT4PATHWAY	0.88447634	0.97517541	0.97717662	0.99041034	0.96523321	0.98964109	0.99454545	0.94319249	0.92318641	0.97406419	0.94985089	0.97140057	0.9615294175
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	0.91699628	0.96902417	0.98058589	0.99440213	0.94768726	0.98884591	0.99494949	0.92649025	0.91005510	0.98201653	0.96495430	0.96170159	0.961475741667
BIOCARTA_IL7_PATHWAY	0.89220096	0.97588352	0.97724478	0.99281766	0.94735663	0.98921126	0.99494949	0.93643721	0.93751148	0.97778201	0.95994228	0.95571911	0.961421365833
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.90947900	0.95616863	0.98023828	0.99279425	0.97438925	0.98486998	0.99400390	0.91863707	0.91409550	0.96694125	0.96810967	0.97672884	0.961371301667
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12	0.88365763	0.97558885	0.97908505	0.99385837	0.97837225	0.99035031	0.99494949	0.91103409	0.91134068	0.96964685	0.96925445	0.97917712	0.961359595
REACTOME_RNA_POL_I_PROMOTER_OPENING	0.88640085	0.96356402	0.97979389	0.98877185	0.96955787	0.98527832	0.99273576	0.90517855	0.90243853	0.99434315	0.97492063	0.99306681	0.961337519167
BIOCARTA_SHH_PATHWAY	0.84752791	0.97935124	0.98649245	0.98887268	0.96240272	0.98686869	0.99441474	0.95727700	0.88925620	0.98562635	0.97442039	0.98217316	0.9612236275
KEGG_PHENYLALANINE_METABOLISM	0.86509304	0.96975610	0.98339672	0.98912836	0.95793398	0.98594455	0.99494949	0.96700811	0.91808999	0.98015233	0.97063973	0.95241013	0.961208544167
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.90590112	0.96893085	0.97895418	0.98250959	0.94485621	0.98680421	0.99471182	0.94615166	0.91074380	0.97044378	0.96834055	0.97500560	0.961112780833
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.91815524	0.95680567	0.97185076	0.99385657	0.93855249	0.98615947	0.99477633	0.91067008	0.95174472	0.98948253	0.95620010	0.96481870	0.961089388333
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	0.88156831	0.96795427	0.98067858	0.99214066	0.95803499	0.98998496	0.99483236	0.92469768	0.92245179	0.98386380	0.97410293	0.96214291	0.96103777
BIOCARTA_CDC42RAC_PATHWAY	0.92352472	0.94779196	0.96901130	0.98048759	0.96897941	0.95437352	0.99489008	0.95004979	0.94687787	0.96565162	0.96328042	0.96580778	0.960893838333
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.93219032	0.97096090	0.98208672	0.99446335	0.96299277	0.99148936	0.99460317	0.92990468	0.91170799	0.95613578	0.95948052	0.94403648	0.96083767
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.87803828	0.97203446	0.98082171	0.98865482	0.97908263	0.98989899	0.99494949	0.96325224	0.89449036	0.97308797	0.97599808	0.93952551	0.960819545
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.87188198	0.95160028	0.97422266	0.98842255	0.97024397	0.98293574	0.99355742	0.93508323	0.94573003	0.98638658	0.96430014	0.96424398	0.96071738
BIOCARTA_NOS1_PATHWAY	0.88203083	0.97988869	0.97973527	0.99446515	0.97759949	0.99142489	0.99494949	0.93744487	0.87525253	0.97631945	0.97007215	0.96942286	0.960717139167
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	0.91387560	0.95474173	0.98164915	0.99258719	0.95404482	0.98581560	0.99483066	0.90927586	0.90270891	0.99266459	0.97087061	0.97545240	0.96070976
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	0.90791600	0.94913418	0.97184667	0.99410684	0.95962577	0.99202665	0.99494949	0.94575331	0.89982933	0.96856482	0.97010101	0.97457661	0.960702556667
REACTOME_PYRIMIDINE_METABOLISM	0.88396598	0.98159966	0.98123202	0.99243955	0.96480322	0.98901784	0.99447755	0.94185517	0.89889807	0.95866492	0.96221260	0.97681108	0.960498138333
KEGG_HOMOLOGOUS_RECOMBINATION	0.90573631	0.96448416	0.96815251	0.99162570	0.97308495	0.98435418	0.99494949	0.93020589	0.90817264	0.96646832	0.96500241	0.97152255	0.960313259167
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	0.89121212	0.96598289	0.97597295	0.99190659	0.95375780	0.98676123	0.99477464	0.92227568	0.90133660	0.98617411	0.96976431	0.98317458	0.960257791667
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	0.86841574	0.97419412	0.97564852	0.99141684	0.96294033	0.98534279	0.99483236	0.95406174	0.89182736	0.98744185	0.96911977	0.96761235	0.960237814167
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.86608187	0.94171127	0.98101664	0.98912116	0.96958880	0.98050720	0.99257788	0.93399854	0.92185491	0.98224170	0.97681578	0.98566397	0.96009831
BIOCARTA_P53_PATHWAY	0.92123339	0.96930306	0.97174307	0.96978700	0.96728156	0.98373093	0.99396316	0.93437189	0.90348944	0.98076079	0.96279942	0.96223794	0.960058470833
BIOCARTA_CDMAC_PATHWAY	0.86495481	0.96696275	0.97330525	0.99194080	0.97131644	0.98394584	0.99494949	0.94034713	0.91533517	0.98268294	0.96979317	0.96478078	0.960026214167
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.87508240	0.96537411	0.96114042	0.99019968	0.96782015	0.98901784	0.99280536	0.94404609	0.93007346	0.97956363	0.95382395	0.97119408	0.960011764167
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.87669325	0.97290518	0.97489197	0.99423288	0.97411106	0.99245648	0.99494949	0.91593399	0.91414141	0.95693412	0.96936989	0.98335640	0.95999801
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	0.91713450	0.97474053	0.98027781	0.98935883	0.95601093	0.98893187	0.99152194	0.96211410	0.86969697	0.96580056	0.96532949	0.95873297	0.959970875
